ligando,grupo,evidencia_funcional,atomos_pesados,residuo_flexible,modelo,semilla,modo,afinidad,contactos,atomos_del_ligando_en_contacto,fraccion_ligando_en_contacto,residuos,toca_trp334,dist_min_al_anillo_trp334,dist_min_a_un_atomo_del_anillo
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,1,777,8,-3.714,7,17,0.85,331 334 335 338 339 342 346,True,5.31,3.68
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,1,777,9,-3.714,4,16,0.8,331 334 335 338,True,3.76,3.45
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,42,1,-4.894,9,17,0.85,311 313 314 318 323 324 327 328 331,False,11.21,9.69
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,42,2,-4.712,7,13,0.65,313 314 318 323 324 327 331,False,6.54,4.89
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,42,3,-4.553,6,12,0.6,331 334 335 338 339 342,True,5.21,3.71
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,42,4,-4.527,6,15,0.75,334 337 338 339 341 342,True,3.53,3.48
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,42,5,-4.448,6,18,0.9,334 337 338 341 342 346,True,3.53,3.3
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,42,6,-4.446,6,13,0.65,334 337 338 339 341 342,True,3.79,3.66
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,42,7,-4.366,6,15,0.75,313 323 324 327 331 334,True,6.11,3.85
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,42,8,-4.333,7,13,0.65,334 335 337 338 339 341 342,True,3.47,3.12
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,42,9,-4.254,5,16,0.8,326 327 330 331 334,True,3.66,3.45
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,2026,1,-4.769,9,18,0.9,311 313 314 318 323 324 327 328 331,False,11.46,9.91
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,2026,2,-4.471,7,16,0.8,313 314 318 323 324 327 331,False,6.57,5.74
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,2026,3,-4.403,8,18,0.9,334 335 337 338 339 341 342 346,True,3.63,3.32
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,2026,4,-4.391,6,10,0.5,331 334 335 338 339 342,True,5.26,4.04
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,2026,5,-4.299,7,18,0.9,311 313 323 324 327 328 331,False,11.25,9.65
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,2026,6,-4.225,7,15,0.75,313 314 318 323 324 327 331,False,7.67,6.75
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,2026,7,-4.22,5,13,0.65,334 337 338 339 342,True,3.54,3.49
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,2026,8,-4.16,6,15,0.75,334 335 337 338 339 342,True,3.68,3.2
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,2026,9,-4.122,8,17,0.85,331 334 335 337 338 341 342 346,True,3.98,3.59
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,777,1,-4.497,8,18,0.9,311 313 318 323 324 327 328 331,False,11.5,9.94
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,777,2,-4.241,7,14,0.7,313 314 318 323 324 327 331,False,6.37,4.26
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,777,3,-4.109,6,18,0.9,334 337 338 341 342 346,True,3.47,3.27
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,777,4,-4.076,7,14,0.7,313 314 318 323 324 327 331,False,7.27,6.05
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,777,5,-4.043,9,17,0.85,311 313 314 318 323 324 327 328 331,False,13.22,11.51
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,777,6,-3.989,5,14,0.7,311 313 327 328 331,False,6.58,4.32
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,777,7,-3.907,6,12,0.6,331 334 335 338 339 342,True,4.36,3.81
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,777,8,-3.881,5,17,0.85,326 327 330 331 334,True,3.63,3.39
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,2,777,9,-3.845,7,15,0.75,311 313 314 323 324 327 328,False,10.77,8.92
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,42,1,-4.501,10,13,0.65,311 312 313 314 318 323 324 327 328 331,False,7.59,5.99
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,42,2,-4.242,10,12,0.6,311 312 313 314 318 323 324 327 328 331,False,9.56,8.34
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,42,3,-4.131,10,14,0.7,311 312 313 314 318 323 324 327 328 331,False,9.44,8.3
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,42,4,-4.061,10,13,0.65,311 312 313 314 318 323 324 327 328 331,False,9.45,7.87
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,42,5,-3.929,4,16,0.8,334 337 338 342,True,3.57,3.29
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,42,6,-3.842,5,16,0.8,326 327 330 331 334,True,3.55,3.33
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,42,7,-3.837,6,14,0.7,326 327 330 331 333 334,True,3.8,3.5
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,42,8,-3.745,9,14,0.7,311 312 313 314 323 324 327 328 331,False,8.44,6.73
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,2026,1,-4.299,10,12,0.6,311 312 313 314 318 323 324 327 328 331,False,8.53,7.22
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,2026,2,-4.215,9,11,0.55,311 312 313 314 318 323 324 327 331,False,6.21,4.38
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,2026,3,-4.066,10,12,0.6,311 312 313 314 318 323 324 327 328 331,False,7.92,6.68
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,2026,4,-4.052,7,20,1.0,334 335 337 338 341 342 346,True,3.62,3.55
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,2026,5,-4.016,10,15,0.75,311 312 313 314 318 323 324 327 328 331,False,9.6,8.45
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,2026,6,-3.883,7,13,0.65,312 313 314 324 327 328 331,False,7.73,5.71
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,2026,7,-3.785,7,14,0.7,307 313 314 323 324 327 328,False,11.59,9.91
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,2026,8,-3.781,6,15,0.75,307 326 327 330 331 334,True,3.63,3.38
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,2026,9,-3.738,5,18,0.9,326 327 330 331 334,True,3.62,3.16
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,777,1,-4.872,10,10,0.5,311 312 313 314 318 323 324 327 328 331,False,9.26,7.58
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,777,2,-4.754,10,13,0.65,311 312 313 314 318 323 324 327 328 331,False,9.62,8.6
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,777,3,-4.713,10,13,0.65,311 312 313 314 318 323 324 327 328 331,False,8.98,8.37
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,777,4,-4.686,10,11,0.55,311 312 313 314 318 323 324 327 328 331,False,6.34,4.49
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,777,5,-4.477,6,18,0.9,334 335 337 338 341 342,True,3.61,3.5
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,777,6,-4.326,8,14,0.7,307 311 312 313 323 324 327 328,False,11.54,9.88
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,777,7,-4.288,5,13,0.65,334 337 338 339 342,True,4.39,3.56
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,777,8,-4.282,7,13,0.65,331 334 335 337 338 339 342,True,3.68,3.3
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,3,777,9,-4.125,4,17,0.85,327 330 331 334,True,3.61,3.2
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,42,1,-4.856,6,17,0.85,334 337 338 341 347 349,True,3.63,3.28
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,42,2,-4.842,8,17,0.85,334 335 337 338 339 341 347 349,True,4.66,3.52
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,42,3,-4.744,9,14,0.7,334 335 337 338 339 341 347 348 349,True,3.49,3.56
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,42,4,-4.586,9,15,0.75,331 334 335 337 338 341 347 348 349,True,4.25,3.65
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,42,5,-4.57,7,16,0.8,331 334 335 337 338 347 349,True,3.77,3.57
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,42,6,-4.563,7,15,0.75,331 334 335 337 338 341 349,True,3.78,3.69
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,42,7,-4.515,7,16,0.8,334 335 337 338 347 348 349,True,4.67,3.37
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,42,8,-4.499,7,13,0.65,331 334 335 337 338 339 349,True,5.61,3.77
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,42,9,-4.425,8,14,0.7,331 334 335 338 341 347 348 349,True,3.81,3.5
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,2026,1,-5.244,8,16,0.8,331 334 335 337 338 341 347 349,True,3.58,3.22
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,2026,2,-4.904,8,18,0.9,331 334 335 337 338 341 347 349,True,4.44,3.43
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,2026,3,-4.883,9,15,0.75,334 335 337 338 339 341 347 348 349,True,3.52,3.54
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,2026,4,-4.74,8,15,0.75,331 334 335 337 338 341 347 349,True,3.73,3.63
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,2026,5,-4.699,6,13,0.65,328 331 332 334 335 338,True,3.88,3.69
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,2026,6,-4.655,7,16,0.8,331 334 335 337 338 347 349,True,3.79,3.55
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,2026,7,-4.568,8,12,0.6,331 334 335 337 338 341 347 349,True,5.04,3.46
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,2026,8,-4.5,8,15,0.75,334 335 337 338 339 347 348 349,True,4.78,3.7
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,2026,9,-4.481,8,15,0.75,334 335 337 338 339 341 347 349,True,6.12,3.97
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,777,1,-5.111,8,16,0.8,331 334 335 337 338 341 347 349,True,3.61,3.22
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,777,2,-4.808,8,17,0.85,334 335 337 338 339 341 347 349,True,4.59,3.49
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,777,3,-4.677,6,16,0.8,331 332 334 335 338 349,True,3.74,3.53
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,777,4,-4.654,7,15,0.75,328 331 332 334 335 338 349,True,3.81,3.33
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,777,5,-4.567,7,12,0.6,331 334 335 337 338 347 349,True,4.61,3.35
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,777,6,-4.528,7,15,0.75,331 334 335 337 338 341 349,True,3.77,3.74
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,777,7,-4.515,9,13,0.65,334 335 337 338 339 341 347 348 349,True,5.17,3.69
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,777,8,-4.508,7,17,0.85,331 334 335 337 338 347 349,True,3.74,3.58
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,4,777,9,-4.374,9,14,0.7,331 334 335 337 338 341 347 348 349,True,3.88,3.5
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,42,1,-4.682,8,13,0.65,331 334 335 337 338 341 347 349,True,5.35,3.81
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,42,2,-4.647,5,15,0.75,328 331 332 334 335,True,5.26,3.91
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,42,3,-4.501,9,17,0.85,331 334 335 337 338 339 341 347 349,True,5.23,3.59
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,42,4,-4.482,6,17,0.85,331 334 335 337 338 349,True,5.4,3.99
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,42,5,-4.229,7,16,0.8,334 335 337 338 341 347 349,True,3.73,3.39
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,42,6,-4.217,6,15,0.75,331 334 335 338 347 349,True,3.75,3.38
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,42,7,-4.105,8,17,0.85,331 334 335 337 338 341 347 349,True,5.22,3.74
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,42,8,-4.086,6,15,0.75,331 334 335 338 347 349,True,4.03,3.44
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,42,9,-4.05,5,17,0.85,331 334 335 338 349,True,3.69,3.46
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,2026,1,-5.079,7,17,0.85,331 334 335 337 338 341 349,True,5.32,3.84
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,2026,2,-5.063,6,15,0.75,328 331 332 334 335 349,True,5.43,4.06
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,2026,3,-4.781,7,17,0.85,331 334 335 337 338 341 349,True,4.21,3.66
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,2026,4,-4.722,8,13,0.65,331 334 335 337 338 339 347 349,True,5.39,3.59
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,2026,5,-4.5,5,14,0.7,331 334 335 338 349,True,4.06,3.48
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,2026,6,-4.496,6,17,0.85,328 331 334 335 337 349,True,4.9,3.41
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,2026,7,-4.402,6,14,0.7,331 334 335 338 339 349,True,4.17,3.53
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,2026,8,-4.337,5,14,0.7,331 334 335 338 349,True,3.56,3.35
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,2026,9,-4.299,4,16,0.8,331 334 338 349,True,3.53,3.34
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,777,1,-4.841,7,17,0.85,331 334 335 337 338 341 349,True,5.33,3.88
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,777,2,-4.458,7,17,0.85,331 334 335 337 338 347 349,True,5.61,3.95
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,777,3,-4.448,8,16,0.8,331 334 335 337 338 341 347 349,True,4.57,3.71
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,777,4,-4.42,5,16,0.8,326 327 330 331 334,True,3.56,3.48
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,777,5,-4.28,7,16,0.8,331 334 337 338 341 347 349,True,3.56,3.39
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,777,6,-4.274,7,15,0.75,334 335 337 338 341 347 349,True,5.08,3.45
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,777,7,-4.266,5,15,0.75,334 338 341 347 349,True,3.55,3.2
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,777,8,-4.261,8,15,0.75,331 334 335 337 338 341 347 349,True,3.64,3.54
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,5,777,9,-4.182,6,12,0.6,331 334 335 338 339 349,True,4.76,3.55
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,42,1,-4.698,5,19,0.95,326 327 330 331 334,True,3.57,3.18
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,42,2,-4.566,5,19,0.95,327 331 334 335 338,True,4.18,3.61
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,42,3,-4.55,6,16,0.8,313 324 327 328 331 332,False,10.41,8.64
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,42,4,-4.49,6,13,0.65,331 334 335 338 339 342,True,4.51,3.61
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,42,5,-4.429,6,13,0.65,313 324 327 328 331 332,False,10.41,8.96
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,42,6,-4.363,5,15,0.75,327 330 331 333 334,True,4.01,3.47
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,42,7,-4.311,5,17,0.85,326 327 330 331 334,True,3.61,3.35
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,42,8,-4.216,5,16,0.8,326 327 330 331 334,True,3.64,3.5
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,42,9,-4.202,5,18,0.9,326 327 330 331 334,True,3.6,3.43
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,2026,1,-4.445,5,19,0.95,326 327 330 331 334,True,3.57,3.18
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,2026,2,-4.315,5,19,0.95,327 331 334 335 338,True,4.16,3.59
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,2026,3,-4.285,6,15,0.75,313 324 327 328 331 332,False,7.54,5.95
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,2026,4,-4.192,7,15,0.75,313 324 327 328 331 332 335,False,10.86,9.02
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,2026,5,-4.182,6,15,0.75,331 334 335 338 339 342,True,5.53,3.8
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,2026,6,-4.108,5,18,0.9,326 327 330 331 334,True,3.52,3.23
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,2026,7,-4.047,5,16,0.8,327 331 334 335 338,True,3.44,3.43
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,2026,8,-4.046,5,16,0.8,326 327 330 331 334,True,3.63,3.38
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,2026,9,-3.998,4,18,0.9,327 330 331 334,True,3.69,3.29
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,777,1,-4.665,5,19,0.95,326 327 330 331 334,True,3.58,3.19
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,777,2,-4.532,5,19,0.95,327 331 334 335 338,True,4.17,3.6
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,777,3,-4.447,7,12,0.6,313 314 324 327 328 331 332,False,11.62,9.95
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,777,4,-4.268,6,17,0.85,331 334 335 338 339 342,True,3.95,3.47
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,777,5,-4.258,5,11,0.55,326 327 330 331 334,True,3.77,3.74
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,777,6,-4.218,5,15,0.75,327 331 334 335 338,True,4.25,3.46
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,777,7,-4.211,5,15,0.75,334 335 337 338 342,True,3.64,3.35
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,777,8,-4.135,6,15,0.75,326 327 330 331 333 334,True,3.6,3.46
XL24,empeora,empeora la muerte neuronal en el ensayo de neuroproteccion; sin union medida,20,334,6,777,9,-4.059,4,16,0.8,327 330 331 334,True,3.73,3.52
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,42,1,-5.031,8,22,0.96,334 335 337 338 339 341 342 346,True,4.38,3.53
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,42,2,-4.919,4,16,0.7,327 330 331 334,True,3.64,3.58
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,42,3,-4.876,5,15,0.65,330 331 334 335 338,True,3.65,3.55
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,42,4,-4.852,4,17,0.74,327 330 331 334,True,3.64,3.64
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,42,5,-4.829,4,17,0.74,327 330 331 334,True,3.56,3.54
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,42,6,-4.784,7,18,0.78,334 335 337 338 341 342 346,True,3.64,3.53
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,42,7,-4.765,5,17,0.74,326 327 330 331 334,True,3.69,3.62
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,42,8,-4.716,5,14,0.61,326 327 330 331 334,True,3.73,3.66
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,42,9,-4.635,4,17,0.74,327 330 331 334,True,3.59,3.5
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,2026,1,-4.671,8,19,0.83,334 335 337 338 339 341 342 346,True,5.7,3.67
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,2026,2,-4.656,5,17,0.74,327 331 334 335 338,True,3.79,3.54
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,2026,3,-4.567,6,18,0.78,326 327 330 331 333 334,True,3.76,3.18
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,2026,4,-4.53,4,16,0.7,327 330 331 334,True,3.57,3.52
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,2026,5,-4.527,4,14,0.61,330 331 334 335,True,3.77,3.54
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,2026,6,-4.425,5,16,0.7,326 327 330 331 334,True,5.17,3.61
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,2026,7,-4.301,4,15,0.65,327 330 331 334,True,3.56,3.55
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,2026,8,-4.295,5,16,0.7,326 327 330 331 334,True,3.61,3.64
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,2026,9,-4.289,5,18,0.78,326 327 330 331 334,True,3.62,3.45
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,777,1,-5.376,5,17,0.74,330 331 334 335 338,True,3.66,3.54
XL27,neuroprotege solo a 100 uM,"neuroprotege solo a 100 uM (XL20 lo hace a 6,25 uM); sin union medida",23,334,1,777,2,-5.103,5,21,0.91,331 334 335 338 342,True,3.58,3.58
