ligand,smiles,metal,motivo,smiles_corregido
CHEMBL26570,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+],Na,metal_Na,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]
CHEMBL269471,C[C@]1(/C=C/C#N)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+],Na,metal_Na,C[C@]1(/C=C/C#N)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O
CHEMBL273977,O=S(=O)([O-])NC1CCCCC1.[Na+],Na,metal_Na,O=S(=O)([O-])NC1CCCCC1
CHEMBL289351,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)([O-])[O-].[Na+].[Na+],Na,metal_Na,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)([O-])[O-]
CHEMBL290834,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)COC21.[Na+].[Na+],Na,metal_Na,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)COC21
CHEMBL295691,CO[C@H]1CCC[C@H]2C1=C(C(=O)[O-])N1C(=O)[C@H]([C@@H](C)O)[C@@H]21.[Na+],Na,metal_Na,CO[C@H]1CCC[C@H]2C1=C(C(=O)[O-])N1C(=O)[C@H]([C@@H](C)O)[C@@H]21
CHEMBL296913,CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1.[Na+],Na,metal_Na,CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1
CHEMBL300058,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)[O-].[Na+],Na,metal_Na,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)[O-]
CHEMBL300737,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)[C@@H]2C(=O)[O-].[Na+],Na,metal_Na,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)[C@@H]2C(=O)[O-]
CHEMBL30219,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+],Na,metal_Na,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O
CHEMBL3039499,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](CC(=O)N5CCCC(F)(F)C5)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C.[Na+],Na,metal_Na,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](CC(=O)N5CCCC(F)(F)C5)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
CHEMBL3039505,CC(C)(C)c1ccc(S(=O)(=O)[N-]c2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1.[Na+],Na,metal_Na,CC(C)(C)c1ccc(S(=O)(=O)[N-]c2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1
CHEMBL3039596,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C.[Na+],Na,metal_Na,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C
CHEMBL306823,O=C([O-])C(Cl)Cl.[Na+],Na,metal_Na,O=C([O-])C(Cl)Cl
CHEMBL3085476,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCC[C@@H](N)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)[O-])C(C)(C)S2)C(=O)O)N[C@@H]1C(=O)[O-].[K+].[K+].[K+].[K+].[K+].[K+].[K+].[K+].[K+].[K+].[K+].[K+],K,metal_K,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCC[C@@H](N)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)[O-])C(C)(C)S2)C(=O)O)N[C@@H]1C(=O)[O-]
CHEMBL313489,CC(C)(C)Sc1c(CC(C)(C)C(=O)[O-])n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12.[Na+],Na,metal_Na,CC(C)(C)Sc1c(CC(C)(C)C(=O)[O-])n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12
CHEMBL3137303,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(OP(=O)([O-])[O-])c2)c(OC)c1.[Na+].[Na+],Na,metal_Na,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(OP(=O)([O-])[O-])c2)c(OC)c1
CHEMBL3137315,Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2ccc(/C=C/C(=O)[O-])cc21.[Na+],Na,metal_Na,Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2ccc(/C=C/C(=O)[O-])cc21
CHEMBL3137328,N[C@H](CCC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)[O-])C(=O)[O-].[H+].[K+],K,metal_K,N[C@H](CCC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)[O-])C(=O)[O-]
CHEMBL3137330,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],Na,metal_Na,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12
CHEMBL3137335,CC(/C=C/C=C(\C)C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)[O-].[Na+].[Na+],Na,metal_Na,CC(/C=C/C=C(\C)C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)[O-]
CHEMBL3137337,CC#CC[C@H](C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)[O-])c3O[C@H]2C[C@H]1O.[Na+],Na,metal_Na,CC#CC[C@H](C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)[O-])c3O[C@H]2C[C@H]1O
CHEMBL3137358,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C.[Na+],Na,metal_Na,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
CHEMBL313792,Nc1nc(N)nc(Nc2ccc([As]=O)cc2)n1,As,metal_As,Nc1nc(N)nc(Nc2ccc([As]=O)cc2)n1
CHEMBL31460,CCCCCCCCCCCCCCCCNc1ccc(C(=O)[O-])cc1.[Na+],Na,metal_Na,CCCCCCCCCCCCCCCCNc1ccc(C(=O)[O-])cc1
CHEMBL3181832,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],Na,metal_Na,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]
CHEMBL3181947,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.O.O.O.[Na+].[Na+],Na,metal_Na,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1
CHEMBL3182314,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1.O.O.O.O.[Na+],Na,metal_Na,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1
CHEMBL3183453,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+],Na,metal_Na,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
CHEMBL3184454,NCCC(=O)[N-][C@@H](Cc1c[nH]cn1)C(=O)[O-].[Zn+2],Zn,metal_Zn,NCCC(=O)[N-][C@@H](Cc1c[nH]cn1)C(=O)[O-]
CHEMBL3184949,O=P([O-])(O)OP(=O)([O-])O.[Na+].[Na+],Na,metal_Na,O=P([O-])(O)OP(=O)([O-])O
CHEMBL3184986,CC(=O)[O-].CC(=O)[O-].O.O.[Zn+2],Zn,metal_Zn,[Zn+2]
CHEMBL3185229,O.O.O.O.O.O.[Cl-].[Cl-].[Mg+2],Mg,metal_Mg,O
CHEMBL3185933,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I.[Na+].[Na+],Na,metal_Na,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I
CHEMBL3244648,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Na+].[Na+],Na,metal_Na,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1
CHEMBL3247378,C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,As,metal_As,C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O
CHEMBL3260771,COc1ccc(-c2ccc(OCc3cc(C(=O)[N-]S(=O)(=O)c4ccccc4C)oc3C)cc2)nc1.[Na+],Na,metal_Na,COc1ccc(-c2ccc(OCc3cc(C(=O)[N-]S(=O)(=O)c4ccccc4C)oc3C)cc2)nc1
CHEMBL3264004,CNS(=O)(=O)[N-]c1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F.[K+],K,metal_K,CNS(=O)(=O)[N-]c1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F
CHEMBL3301665,CC(=O)[N-]S(=O)(=O)c1cc(N)ccc1S(=O)(=O)c1ccc(N)cc1.[Na+],Na,metal_Na,CC(=O)[N-]S(=O)(=O)c1cc(N)ccc1S(=O)(=O)c1ccc(N)cc1
CHEMBL3301667,[Ca+2].[N-]=C=[N-],Ca,metal_Ca,[N-]=C=[N-]
CHEMBL3301672,CCCCCC/C=C\CCCCCCCCCC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)CC(=O)CCCCCCCCCCC)[C@@H](OCCCCCCCCCC)[C@@H]2O)O[C@H](COC)[C@@H](OP(=O)([O-])[O-])[C@@H]1OCC[C@@H](CCCCCCC)OC.[Na+].[Na+].[Na+].[Na+],Na,metal_Na,CCCCCC/C=C\CCCCCCCCCC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)CC(=O)CCCCCCCCCCC)[C@@H](OCCCCCCCCCC)[C@@H]2O)O[C@H](COC)[C@@H](OP(=O)([O-])[O-])[C@@H]1OCC[C@@H](CCCCCCC)OC
CHEMBL3301674,CCCCCNC(=O)c1coc([C@H]2[C@@H](Cc3ccccc3CCC(=O)[O-])[C@@H]3CC[C@H]2O3)n1.[Na+],Na,metal_Na,CCCCCNC(=O)c1coc([C@H]2[C@@H](Cc3ccccc3CCC(=O)[O-])[C@@H]3CC[C@H]2O3)n1
CHEMBL3350649,Cc1cn([C@H]2C[C@H](N)[C@@H](COCP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],Na,metal_Na,Cc1cn([C@H]2C[C@H](N)[C@@H](COCP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
CHEMBL3350654,CO[C@H]1C[C@H](n2cc(C)c(=O)[nH]c2=O)O[C@@H]1COCP(=O)([O-])[O-].[Na+].[Na+],Na,metal_Na,CO[C@H]1C[C@H](n2cc(C)c(=O)[nH]c2=O)O[C@@H]1COCP(=O)([O-])[O-]
CHEMBL3350656,Cc1cn([C@H]2CC[C@@H](COCP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],Na,metal_Na,Cc1cn([C@H]2CC[C@@H](COCP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
CHEMBL3350657,Cc1cn([C@H]2C[C@H](F)[C@@H](COCP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],Na,metal_Na,Cc1cn([C@H]2C[C@H](F)[C@@H](COCP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
CHEMBL3350659,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COCP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],Na,metal_Na,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COCP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
CHEMBL3350661,O=c1ccn([C@H]2CC[C@@H](COCP(=O)([O-])[O-])O2)c(=O)[nH]1.[Na+].[Na+],Na,metal_Na,O=c1ccn([C@H]2CC[C@@H](COCP(=O)([O-])[O-])O2)c(=O)[nH]1
CHEMBL3350662,Nc1ccn([C@H]2CC[C@@H](COCP(=O)([O-])[O-])O2)c(=O)n1.[Na+].[Na+],Na,metal_Na,Nc1ccn([C@H]2CC[C@@H](COCP(=O)([O-])[O-])O2)c(=O)n1
CHEMBL3350704,CC[n+]1cn([C@@H]2O[C@H](CO[PH](=O)[O-])[C@@H](OC(C)C)[C@H]2OC(C)C)c2nc(N)[nH]c(=O)c21.[Na+],Na,metal_Na,CC[n+]1cn([C@@H]2O[C@H](CO[PH](=O)[O-])[C@@H](OC(C)C)[C@H]2OC(C)C)c2nc(N)[nH]c(=O)c21
CHEMBL3350705,CC(C)O[C@@H]1[C@H](OC(C)C)[C@@H](CO[PH](=O)[O-])O[C@H]1n1c[n+](C)c2c(=O)[nH]c(N)nc21.[Na+],Na,metal_Na,CC(C)O[C@@H]1[C@H](OC(C)C)[C@@H](CO[PH](=O)[O-])O[C@H]1n1c[n+](C)c2c(=O)[nH]c(N)nc21
CHEMBL3350917,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CNC(=O)[C@@H](CSCCS(=O)(=O)[O-])NC(=O)[C@@H](N)Cc1ccc(O)cc1.[Na+],Na,metal_Na,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CNC(=O)[C@@H](CSCCS(=O)(=O)[O-])NC(=O)[C@@H](N)Cc1ccc(O)cc1
CHEMBL3350977,CCCCCCCCCCCCCCCCOCC(CP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1N=[N+]=[N-])OCC.[Na+],Na,metal_Na,CCCCCCCCCCCCCCCCOCC(CP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1N=[N+]=[N-])OCC
CHEMBL3350978,CCCCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1N=[N+]=[N-])OCC.[Na+],Na,metal_Na,CCCCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1N=[N+]=[N-])OCC
CHEMBL3350979,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1N=[N+]=[N-])OCC.[Na+],Na,metal_Na,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1N=[N+]=[N-])OCC
CHEMBL3350980,CCCCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OC[C@@H]1CC[C@H](n2cnc3c(=O)[nH]cnc32)O1)OCC.[Na+],Na,metal_Na,CCCCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OC[C@@H]1CC[C@H](n2cnc3c(=O)[nH]cnc32)O1)OCC
CHEMBL3351026,Nc1nc(SCCc2ccc([N+](=O)[O-])cc2)nc2c1ncn2[C@@H]1O[C@H](COP([O-])([O-])=S)[C@@H](O)[C@H]1O.[Na+].[Na+],Na,metal_Na,Nc1nc(SCCc2ccc([N+](=O)[O-])cc2)nc2c1ncn2[C@@H]1O[C@H](COP([O-])([O-])=S)[C@@H](O)[C@H]1O
CHEMBL3351028,C[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21.[Br-].[Na+].[Na+].[Na+].[Na+],Na,metal_Na,C[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
CHEMBL3351030,C=CC[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21.[Br-].[Na+].[Na+],Na,metal_Na,C=CC[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
CHEMBL3351035,C[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21.[Br-].[Na+].[Na+],Na,metal_Na,C[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
CHEMBL3351036,CC[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21.[Br-].[Na+].[Na+],Na,metal_Na,CC[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
CHEMBL3351037,Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Br-].[Na+].[Na+],Na,metal_Na,Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
CHEMBL337531,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[te]1,Te,metal_Te,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[te]1
CHEMBL341922,CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1.[Na+],Na,metal_Na,CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1
CHEMBL346476,C[C@H]1CC2C(C(O)CC3(C)C2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])C2(C)C=CC(=O)C=C12.[Na+],Na,metal_Na,C[C@H]1CC2C(C(O)CC3(C)C2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])C2(C)C=CC(=O)C=C12
CHEMBL351513,CC(C)C1(CC[C@@H](C)[C@H]2CC[C@@]3(C)C4C[C@H](OS(=O)(=O)[O-])C5C[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])C[C@]5(C)C4=CC[C@]23C)CC1C.[Na+].[Na+].[Na+],Na,metal_Na,CC(C)C1(CC[C@@H](C)[C@H]2CC[C@@]3(C)C4C[C@H](OS(=O)(=O)[O-])C5C[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])C[C@]5(C)C4=CC[C@]23C)CC1C
CHEMBL351631,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1.[Na+],Na,metal_Na,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
CHEMBL351769,Nc1ccc([As](=O)(O)O)cc1,As,metal_As,Nc1ccc([As](=O)(O)O)cc1
CHEMBL3544915,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)[O-].[Na+],Na,metal_Na,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)[O-]
CHEMBL3544980,Nc1ncn([C@H]2C[C@H](OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3O)[C@@H](CO)O2)c(=O)n1.[Na+],Na,metal_Na,Nc1ncn([C@H]2C[C@H](OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3O)[C@@H](CO)O2)c(=O)n1
CHEMBL3544985,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[n-]c2=O)cc1C(C)(C)C.O.[Na+],Na,metal_Na,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[n-]c2=O)cc1C(C)(C)C
CHEMBL3545058,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].O.[Na+],Na,metal_Na,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-]
CHEMBL355125,COC1([C@@H]2C=C3[C@H](O)C[C@]4(O)C(CC[C@@]5(C)C4[C@@H](OS(=O)(=O)[O-])[C@H](O)[C@@H]5[C@H](C)/C=C/[C@H](CO)C(C)C)[C@@]3(C)CC2)OCC(O)C(O)C1O.[Na+],Na,metal_Na,COC1([C@@H]2C=C3[C@H](O)C[C@]4(O)C(CC[C@@]5(C)C4[C@@H](OS(=O)(=O)[O-])[C@H](O)[C@@H]5[C@H](C)/C=C/[C@H](CO)C(C)C)[C@@]3(C)CC2)OCC(O)C(O)C1O
CHEMBL355187,CC(C)CCC[C@@H](COS(=O)(=O)[O-])[C@H]1CCC2C3CC=C4[C@@H](O)[C@H](OS(=O)(=O)[O-])CC[C@]4(C)C3CC[C@@]21C.[Na+].[Na+],Na,metal_Na,CC(C)CCC[C@@H](COS(=O)(=O)[O-])[C@H]1CCC2C3CC=C4[C@@H](O)[C@H](OS(=O)(=O)[O-])CC[C@]4(C)C3CC[C@@]21C
CHEMBL3559293,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],Na,metal_Na,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-]
CHEMBL36028,O=C([O-])c1cc2cc(Cc3cccnc3)ccc2o1.[Na+],Na,metal_Na,O=C([O-])c1cc2cc(Cc3cccnc3)ccc2o1
CHEMBL3621357,CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)CC(Br)P(=O)([O-])O.[Na+],Na,metal_Na,CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)CC(Br)P(=O)([O-])O
CHEMBL3623936,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)CC(Br)P(=O)([O-])O.[Na+],Na,metal_Na,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)CC(Br)P(=O)([O-])O
CHEMBL363100,O=P([O-])([O-])[O-].[Na+].[Na+].[Na+],Na,metal_Na,O=P([O-])([O-])[O-]
