ligand,motivo,n_atomos,tipos
CHEMBL1860353,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1860384,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1860386,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1860492,"tipo_invalido:CG,G0",21,"A,C,CG,G0,NA,OA,S"
CHEMBL1860518,"tipo_invalido:CG,G0",27,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL1863531,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1863566,"tipo_invalido:CG,G0",21,"A,C,CG,G0,HD,NA,OA"
CHEMBL1863569,"tipo_invalido:CG,G0",22,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1863570,"tipo_invalido:CG,G0",38,"A,C,CG,F,G0,HD,NA,OA,S"
CHEMBL1863592,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1863603,"tipo_invalido:CG,G0",40,"A,C,CG,Cl,G0,N,NA,OA,S"
CHEMBL1863653,"tipo_invalido:CG,G0",50,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1863660,"tipo_invalido:CG,G0",37,"A,C,CG,F,G0,N,OA,S"
CHEMBL1863665,"tipo_invalido:CG,G0",24,"A,Br,C,CG,G0,HD,N,OA,SA"
CHEMBL1863675,"tipo_invalido:CG,G0,G1",32,"C,CG,G0,G1,HD,N,OA"
CHEMBL1863697,"tipo_invalido:CG,G0",40,"A,C,CG,F,G0,N,NA,OA,S"
CHEMBL1863724,tipo_invalido:Si,27,"A,C,OA,Si"
CHEMBL1863747,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,OA"
CHEMBL1863759,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1863773,"tipo_invalido:CG,G0",42,"A,C,CG,Cl,G0,N,NA,OA,S"
CHEMBL1863774,"tipo_invalido:CG,G0",27,"A,C,CG,G0,NA,OA,S"
CHEMBL1863775,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1863778,"tipo_invalido:CG,G0",42,"A,C,CG,Cl,G0,N,NA,OA,S"
CHEMBL1863795,"tipo_invalido:CG,G0",25,"A,C,CG,G0,N,S"
CHEMBL1863797,"tipo_invalido:CG,G0",33,"A,Br,C,CG,G0,HD,N,NA,OA"
CHEMBL1863812,"tipo_invalido:CG,G0",25,"A,C,CG,G0,N,NA"
CHEMBL1863816,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1863831,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1863833,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1863835,"tipo_invalido:CG,G0",48,"A,C,CG,F,G0,HD,N,OA"
CHEMBL1863870,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1863882,"tipo_invalido:CG,G0",51,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1863900,"tipo_invalido:CG,G0",29,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL1863918,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1863948,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,OA"
CHEMBL1863969,"tipo_invalido:CG,G0",46,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL1863989,"tipo_invalido:CG,G0",39,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1864004,"tipo_invalido:CG,G0",16,"C,CG,G0,N,OA"
CHEMBL1864017,"tipo_invalido:CG,G0",29,"A,C,CG,Cl,G0,N,NA,OA"
CHEMBL1864055,"tipo_invalido:CG,G0",29,"A,C,CG,Cl,G0,HD,N,OA,S"
CHEMBL1864070,"tipo_invalido:CG,G0",42,"A,C,CG,F,G0,N,NA,OA,S"
CHEMBL1864124,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,N,OA"
CHEMBL1864127,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,N,NA,S"
CHEMBL1864144,"tipo_invalido:CG,G0,G1",41,"C,CG,G0,G1,HD,N,NA,OA,SA"
CHEMBL1864180,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,N,OA"
CHEMBL1864195,"tipo_invalido:CG,G0",24,"A,C,CG,G0,HD,NA,OA,S"
CHEMBL1864196,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1864201,"tipo_invalido:CG,G0",41,"A,C,CG,F,G0,HD,N,OA"
CHEMBL1864210,"tipo_invalido:CG,G0",25,"A,C,CG,Cl,F,G0,HD,N,NA,OA,S"
CHEMBL1864214,"tipo_invalido:CG,G0",42,"A,C,CG,G0,N,NA,OA,S"
CHEMBL1864237,"tipo_invalido:CG,G0",44,"A,C,CG,Cl,G0,N,NA,OA,S"
CHEMBL1864245,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,OA"
CHEMBL1864246,"tipo_invalido:CG,G0",24,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL1864274,"tipo_invalido:CG,G0",30,"A,C,CG,F,G0,HD,N,OA"
CHEMBL1864275,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1864282,"tipo_invalido:CG,G0",51,"A,C,CG,G0,HD,N,OA,S"
CHEMBL1864308,"tipo_invalido:CG,G0",51,"A,C,CG,F,G0,HD,N,OA,S"
CHEMBL1864319,"tipo_invalido:CG,G0",42,"A,C,CG,F,G0,HD,N,OA"
CHEMBL1864343,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1864366,"tipo_invalido:CG,G0",26,"A,C,CG,Cl,G0,NA,OA,S"
CHEMBL1864378,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1864388,"tipo_invalido:CG,G0",22,"A,C,CG,G0,HD,N,OA"
CHEMBL1864407,"tipo_invalido:CG,G0",26,"A,C,CG,F,G0,NA,OA,S"
CHEMBL1864457,"tipo_invalido:CG,G0",44,"A,C,CG,G0,HD,N,OA"
CHEMBL1864483,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,OA"
CHEMBL1864491,"tipo_invalido:CG,G0",24,"C,CG,G0,OA"
CHEMBL1864521,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1864554,"tipo_invalido:CG,G0",25,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL1864557,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1864594,"tipo_invalido:CG,G0",32,"A,C,CG,G0,N,OA,S"
CHEMBL1864597,"tipo_invalido:CG,G0",44,"A,C,CG,G0,HD,NA,OA,S"
CHEMBL1864598,"tipo_invalido:CG,G0",42,"A,C,CG,F,G0,N,NA,OA,S"
CHEMBL1864602,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1864606,"tipo_invalido:CG,G0",33,"A,C,CG,G0,NA,OA,S"
CHEMBL1864612,"tipo_invalido:CG,G0",27,"A,C,CG,G0,N,NA,OA"
CHEMBL1864642,"tipo_invalido:CG,G0",29,"A,C,CG,F,G0,N,NA,OA"
CHEMBL1864660,"tipo_invalido:CG,G0",34,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1864669,"tipo_invalido:CG,G0",30,"A,C,CG,G0,N,OA"
CHEMBL1864692,"tipo_invalido:CG,G0",29,"A,C,CG,F,G0,HD,N,OA"
CHEMBL1864766,"tipo_invalido:CG,G0",43,"A,C,CG,F,G0,N,NA,OA,S"
CHEMBL1864805,"tipo_invalido:CG,G0",39,"A,C,CG,G0,N,NA,OA,S"
CHEMBL1864811,"tipo_invalido:CG,G0",23,"A,C,CG,F,G0,HD,NA,OA,S"
CHEMBL1864869,"tipo_invalido:CG,G0",30,"A,C,CG,G0,HD,OA"
CHEMBL1864887,"tipo_invalido:CG,G0",20,"A,C,CG,G0,N,OA,SA"
CHEMBL1864896,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1864903,"tipo_invalido:CG,G0",39,"A,Br,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL1864926,"tipo_invalido:CG,G0",31,"A,C,CG,Cl,G0,HD,N,NA,OA,S"
CHEMBL1864940,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,NA,OA"
CHEMBL1864955,"tipo_invalido:CG,G0",26,"A,C,CG,F,G0,NA,OA,S"
CHEMBL1865009,"tipo_invalido:CG,G0",31,"C,CG,G0,HD,N,OA,SA"
CHEMBL1865039,"tipo_invalido:CG,G0",27,"A,Br,C,CG,G0,HD,NA,OA,S"
CHEMBL1865042,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,NA,OA,S"
CHEMBL1865092,"tipo_invalido:CG,G0",14,"C,CG,G0,N,S"
CHEMBL1865093,"tipo_invalido:CG,G0",30,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL1865117,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,OA,S"
CHEMBL1865147,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1865173,"tipo_invalido:CG,G0",34,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1865185,"tipo_invalido:CG,G0",30,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1865204,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,N,OA"
CHEMBL1865220,"tipo_invalido:CG,G0",40,"A,C,CG,G0,N,NA,OA,S"
CHEMBL1865238,"tipo_invalido:CG,G0",15,"C,CG,G0,OA,P,S"
CHEMBL1865239,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1865244,"tipo_invalido:CG,G0",45,"A,C,CG,Cl,G0,N,NA,OA,S"
CHEMBL1865287,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1865311,"tipo_invalido:CG,G0",50,"A,C,CG,G0,HD,N,OA"
CHEMBL1865337,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1865372,"tipo_invalido:CG,G0",25,"A,Br,C,CG,G0,N,OA"
CHEMBL1865376,"tipo_invalido:CG,G0",23,"A,C,CG,F,G0,NA,OA,S"
CHEMBL1865403,"tipo_invalido:CG,G0",23,"A,Br,C,CG,G0,N,OA"
CHEMBL1865425,"tipo_invalido:CG,G0",29,"A,C,CG,G0,N,NA,OA,SA"
CHEMBL1865435,"tipo_invalido:CG,G0",34,"A,Br,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1865470,"tipo_invalido:CG,G0",22,"A,C,CG,G0,OA"
CHEMBL1865475,"tipo_invalido:CG,G0",43,"A,C,CG,F,G0,N,NA,OA,S"
CHEMBL1865490,"tipo_invalido:CG,G0",41,"A,C,CG,G0,N,NA,OA,S"
CHEMBL1865616,"tipo_invalido:CG,G0",29,"A,C,CG,G0,N,NA,OA"
CHEMBL1865646,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,N,OA,S,SA"
CHEMBL1865649,"tipo_invalido:CG,G0",39,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1865652,"tipo_invalido:CG,G0",51,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1865662,"tipo_invalido:CG,G0",44,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1865674,"tipo_invalido:CG,G0",17,"C,CG,G0,N,NA,OA"
CHEMBL1865688,"tipo_invalido:CG,G0",43,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL1865690,"tipo_invalido:CG,G0",32,"A,C,CG,G0,N,OA"
CHEMBL1865695,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,OA"
CHEMBL1865726,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL1865788,"tipo_invalido:CG,G0",35,"A,C,CG,F,G0,HD,N,OA"
CHEMBL1865804,"tipo_invalido:CG,G0",34,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL1865808,"tipo_invalido:CG,G0",55,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1865816,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,OA"
CHEMBL1865820,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,N,OA"
CHEMBL1865880,"tipo_invalido:CG,G0",44,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1865884,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,OA"
CHEMBL1865908,"tipo_invalido:CG,G0",38,"A,C,CG,G0,NA,OA,S"
CHEMBL1865909,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1865916,"tipo_invalido:CG,G0",14,"C,CG,G0,N,OA,SA"
CHEMBL1865918,"tipo_invalido:CG,G0",26,"A,C,CG,G0,NA,OA"
CHEMBL1865921,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,OA"
CHEMBL1865936,"tipo_invalido:CG,G0",32,"A,C,CG,G0,N,NA,OA,S"
CHEMBL1865940,"tipo_invalido:CG,G0",30,"A,C,CG,G0,HD,N,OA"
CHEMBL1865983,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1865991,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,OA,S"
CHEMBL1866003,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,OA"
CHEMBL1866050,"tipo_invalido:CG,G0",28,"A,C,CG,G0,N,OA,S"
CHEMBL1866057,"tipo_invalido:CG,G0",35,"A,Br,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL1866063,"tipo_invalido:CG,G0",36,"A,C,CG,G0,N,NA,OA"
CHEMBL1866092,"tipo_invalido:CG,G0",34,"A,C,CG,F,G0,HD,N,OA"
CHEMBL1866095,"tipo_invalido:CG,G0",51,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1866104,"tipo_invalido:CG,G0",39,"A,C,CG,G0,N,NA,OA,S"
CHEMBL1866107,"tipo_invalido:CG,G0",17,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1866140,"tipo_invalido:CG,G0",38,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL1866497,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL1867521,"tipo_invalido:CG,G0",31,"A,C,CG,Cl,G0,NA,OA,S"
CHEMBL1867546,"tipo_invalido:CG,G0",28,"C,CG,G0,HD,NA,OA"
CHEMBL1867548,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL1867765,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,OA"
CHEMBL20405,fallo_empirico_4_proteinas,20,"A,C,HD,I,N,NA"
CHEMBL20421,tipo_invalido:B,17,"A,B,HD,OA"
CHEMBL20434,tipo_invalido:B,17,"A,B,C,HD,OA"
CHEMBL20461,tipo_invalido:B,13,"A,B,C,HD,OA"
CHEMBL20522,fallo_empirico_4_proteinas,36,"Br,C,HD,N,OA"
CHEMBL20523,fallo_empirico_4_proteinas,34,"Br,C,N,OA"
CHEMBL20560,tipo_invalido:B,17,"A,B,C,F,HD,OA"
CHEMBL20678,tipo_invalido:B,14,"A,B,C,HD,OA"
CHEMBL20687,fallo_empirico_4_proteinas,48,"A,C,F,HD,N,NA,OA,S"
CHEMBL20735,fallo_empirico_4_proteinas,20,"A,C,Cl,HD,N,NA"
CHEMBL20770,fallo_empirico_4_proteinas,15,"A,C,Cl,HD,N,OA"
CHEMBL20776,tipo_invalido:B,13,"A,B,Cl,HD,OA"
CHEMBL20852,tipo_invalido:B,14,"A,B,HD,N,OA"
CHEMBL20866,tipo_invalido:B,12,"A,B,Br,HD,OA"
CHEMBL20945,tipo_invalido:B,14,"A,B,HD,N,OA"
CHEMBL21002,fallo_empirico_4_proteinas,36,"Br,C,N,OA"
CHEMBL21050,fallo_empirico_4_proteinas,19,"A,C,Cl,HD,N,NA"
CHEMBL21074,tipo_invalido:Na,31,"A,HD,N,NA,Na,OA,P"
CHEMBL21123,tipo_invalido:B,17,"A,B,C,HD,OA"
CHEMBL21284,fallo_empirico_4_proteinas,25,"A,C,F,HD,N,NA,OA"
CHEMBL21299,fallo_empirico_4_proteinas,31,"C,I,N,NA"
CHEMBL21350,tipo_invalido:Na,31,"A,C,NA,Na,OA,S"
CHEMBL21356,tipo_invalido:Na,26,"A,C,HD,N,Na,OA,S"
CHEMBL21363,tipo_invalido:Na,28,"C,HD,Na,OA,P"
CHEMBL21398,fallo_empirico_4_proteinas,24,"A,C,Cl,HD,I,N,NA,S"
CHEMBL21421,tipo_invalido:Na,27,"A,C,HD,N,Na,OA,S"
CHEMBL21427,tipo_invalido:B,13,"A,B,C,HD,OA"
CHEMBL21429,fallo_empirico_4_proteinas,19,"A,C,Cl,HD,N,NA"
CHEMBL21447,tipo_invalido:B,14,"A,B,C,Cl,HD,OA"
CHEMBL21485,tipo_invalido:B,11,"A,B,HD,OA"
CHEMBL21503,tipo_invalido:B,14,"A,B,C,HD,OA"
CHEMBL21530,fallo_empirico_4_proteinas,25,"A,C,F,HD,N,NA,OA"
CHEMBL21534,tipo_invalido:Na,30,"C,HD,Na,OA,P,S"
CHEMBL21553,tipo_invalido:B,19,"A,B,C,HD,N,NA"
CHEMBL21564,fallo_empirico_4_proteinas,29,"A,C,Cl,HD,N,NA,OA,S"
CHEMBL21565,fallo_empirico_4_proteinas,25,"A,C,F,HD,N,NA,OA"
CHEMBL21569,tipo_invalido:Na,30,"A,C,HD,N,NA,Na,OA,S"
CHEMBL21584,tipo_invalido:Na,30,"C,HD,Na,OA,P"
CHEMBL21656,fallo_empirico_4_proteinas,26,"A,C,Cl,HD,N,NA"
CHEMBL21733,fallo_empirico_4_proteinas,23,"A,C,F,HD,N,NA,OA"
CHEMBL21812,fallo_empirico_4_proteinas,28,"A,C,HD,I,N,OA"
CHEMBL21823,fallo_empirico_4_proteinas,28,"A,Br,C,HD,N,OA"
CHEMBL21848,tipo_invalido:B,17,"A,B,C,HD,OA"
CHEMBL21860,tipo_invalido:Na,29,"A,C,NA,Na,OA,S"
CHEMBL21905,fallo_empirico_4_proteinas,27,"A,C,HD,I,N,OA"
CHEMBL21912,fallo_empirico_4_proteinas,24,"A,C,I,N"
CHEMBL22010,tipo_invalido:Na,30,"C,HD,Na,OA,P"
CHEMBL22038,tipo_invalido:Na,30,"C,HD,Na,OA,P"
CHEMBL22050,fallo_empirico_4_proteinas,31,"A,C,Cl,HD,NA,OA"
CHEMBL22089,fallo_empirico_4_proteinas,23,"A,C,F,HD,N,NA,OA"
CHEMBL22126,tipo_invalido:Na,29,"A,C,HD,N,Na,OA,S"
CHEMBL22170,tipo_invalido:K,19,"C,HD,K,N,OA,S"
CHEMBL22208,fallo_empirico_4_proteinas,30,"A,C,HD,OA"
CHEMBL22219,tipo_invalido:Na,28,"C,HD,Na,OA,P,S"
CHEMBL22323,tipo_invalido:Na,30,"A,C,Cl,HD,N,NA,Na,OA,S"
CHEMBL22347,tipo_invalido:Na,34,"A,C,HD,N,Na,OA,S"
CHEMBL22422,tipo_invalido:Na,23,"A,C,NA,Na,OA,S"
CHEMBL22482,fallo_empirico_4_proteinas,39,"A,C,HD,N,NA,OA"
CHEMBL22509,tipo_invalido:K,33,"A,C,HD,K,N,NA,OA,P"
CHEMBL22515,tipo_invalido:Na,29,"A,C,HD,N,Na,OA,S"
CHEMBL22611,tipo_invalido:Na,31,"A,C,HD,N,Na,OA,S"
CHEMBL22641,tipo_invalido:Na,31,"C,HD,Na,OA,P"
CHEMBL22666,tipo_invalido:Na,32,"A,C,HD,N,Na,OA,S"
CHEMBL22669,tipo_invalido:Na,33,"A,C,NA,Na,OA,S"
CHEMBL22674,fallo_empirico_4_proteinas,24,"A,C,I,N"
CHEMBL22689,tipo_invalido:Na,31,"A,C,HD,N,Na,OA,S"
CHEMBL22697,tipo_invalido:Na,23,"C,HD,N,Na,OA,S"
CHEMBL22762,tipo_invalido:Na,35,"A,C,F,HD,N,NA,Na,OA"
CHEMBL22783,tipo_invalido:Na,25,"A,C,N,Na,OA,S"
CHEMBL22848,tipo_invalido:Na,28,"A,C,HD,N,Na,OA,S"
CHEMBL22886,tipo_invalido:B,35,"A,B,C,HD,N,NA,OA,S"
CHEMBL22940,tipo_invalido:Na,29,"A,C,Cl,HD,N,Na,OA,S"
CHEMBL22988,tipo_invalido:Na,29,"C,HD,Na,OA,P"
CHEMBL23012,tipo_invalido:Na,29,"A,C,HD,N,Na,OA,S"
CHEMBL23028,tipo_invalido:Na,18,"A,C,Cl,NA,Na,OA"
CHEMBL23042,tipo_invalido:B,37,"A,B,C,HD,N,NA,OA,S"
CHEMBL23056,fallo_empirico_4_proteinas,23,"A,C,Cl,HD,NA,OA"
CHEMBL23057,fallo_empirico_4_proteinas,18,"A,C,Cl,HD,N,NA,OA"
CHEMBL23073,fallo_empirico_4_proteinas,37,"A,C,Cl,N,OA"
CHEMBL23096,fallo_empirico_4_proteinas,33,"A,C,I,N,S"
CHEMBL23119,tipo_invalido:Na,38,"A,C,F,HD,N,NA,Na,OA"
CHEMBL23126,tipo_invalido:Na,39,"A,C,F,HD,N,NA,Na,OA"
CHEMBL23181,fallo_empirico_4_proteinas,34,"A,C,Cl,N"
CHEMBL23208,tipo_invalido:Na,41,"A,C,Cl,F,HD,N,NA,Na,OA"
CHEMBL23287,fallo_empirico_4_proteinas,32,"A,C,I,N,S"
CHEMBL23304,tipo_invalido:Na,37,"A,C,F,HD,NA,Na,OA,S"
CHEMBL23329,fallo_empirico_4_proteinas,30,"A,C,HD,NA,OA,S"
CHEMBL23360,fallo_empirico_4_proteinas,32,"A,C,I,N,OA"
CHEMBL23393,tipo_invalido:Na,18,"C,Na,OA,S"
CHEMBL23455,fallo_empirico_4_proteinas,29,"A,C,HD,N,NA,OA"
CHEMBL23505,fallo_empirico_4_proteinas,38,"A,C,HD,N,NA,OA"
CHEMBL23512,tipo_invalido:Na,39,"A,C,F,HD,NA,Na,OA,S"
CHEMBL23530,fallo_empirico_4_proteinas,39,"A,C,HD,N,NA,OA,S"
CHEMBL23533,fallo_empirico_4_proteinas,32,"A,C,I,N,OA"
CHEMBL2356527,"tipo_invalido:CG,G0",26,"A,C,CG,G0,N,OA"
CHEMBL2356604,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL23581,tipo_invalido:Na,36,"A,C,F,HD,NA,Na,OA,S"
CHEMBL23633,tipo_invalido:Na,36,"A,C,F,HD,NA,Na,OA,S"
CHEMBL23682,fallo_empirico_4_proteinas,33,"A,C,Cl,N"
CHEMBL2369101,"tipo_invalido:CG,G0,G1",69,"A,C,CG,G0,G1,HD,N,NA,OA,P"
CHEMBL23768,tipo_invalido:Na,38,"A,C,F,HD,N,NA,Na,OA"
CHEMBL23780,tipo_invalido:Na,36,"A,C,F,HD,NA,Na,OA,S"
CHEMBL23941,fallo_empirico_4_proteinas,19,"A,C,Cl,HD,N,NA,OA"
CHEMBL23957,fallo_empirico_4_proteinas,15,"C,I,N,OA"
CHEMBL23982,tipo_invalido:Si,44,"A,C,F,HD,N,NA,OA,Si"
CHEMBL24062,tipo_invalido:Na,40,"A,C,F,HD,NA,Na,OA,S"
CHEMBL24078,fallo_empirico_4_proteinas,27,"A,C,HD,N,OA"
CHEMBL24081,tipo_invalido:Na,35,"A,C,HD,N,NA,Na,OA,S"
CHEMBL24238,fallo_empirico_4_proteinas,36,"A,C,HD,N,NA,OA"
CHEMBL24286,tipo_invalido:Na,40,"A,C,F,HD,N,NA,Na,OA"
CHEMBL24342,tipo_invalido:Na,41,"A,C,F,HD,N,NA,Na,OA"
CHEMBL24365,fallo_empirico_4_proteinas,42,"A,Br,C,HD,N,OA"
CHEMBL24392,tipo_invalido:Na,42,"A,C,F,HD,N,NA,Na,OA"
CHEMBL24432,tipo_invalido:Na,34,"A,C,F,HD,N,NA,Na,OA"
CHEMBL24477,tipo_invalido:Na,34,"A,C,F,HD,NA,Na,OA"
CHEMBL2448326,tipo_invalido:Si,18,"A,C,Cl,HD,NA,Si"
CHEMBL2448329,tipo_invalido:B,41,"A,B,C,Cl,HD,N,NA,OA,P"
CHEMBL2448330,tipo_invalido:B,24,"B,C,Cl,HD,N,NA,OA"
CHEMBL2448331,tipo_invalido:B,24,"B,C,Cl,HD,N,NA,OA"
CHEMBL2448358,tipo_invalido:B,48,"A,B,Br,C,Cl,HD,N,NA,OA"
CHEMBL24592,tipo_invalido:Na,37,"A,C,F,HD,N,NA,Na,OA"
CHEMBL24818,fallo_empirico_4_proteinas,38,"A,C,I,N"
CHEMBL24890,tipo_invalido:Na,28,"C,HD,Na,OA,P"
CHEMBL24990,tipo_invalido:Na,28,"C,HD,Na,OA,P"
CHEMBL25020,fallo_empirico_4_proteinas,35,"A,Br,C,HD,N,OA"
CHEMBL25077,fallo_empirico_4_proteinas,34,"A,C,HD,NA,OA,P"
CHEMBL25078,fallo_empirico_4_proteinas,36,"A,Br,C,HD,N,OA"
CHEMBL25110,tipo_invalido:Na,33,"A,C,NA,Na,OA,S"
CHEMBL25113,fallo_empirico_4_proteinas,40,"A,Br,C,HD,N,OA"
CHEMBL25131,fallo_empirico_4_proteinas,33,"A,C,Cl,HD,N,OA"
CHEMBL25151,tipo_invalido:Na,32,"A,C,HD,N,Na,OA,S"
CHEMBL25340,fallo_empirico_4_proteinas,5,"C,I,S"
CHEMBL25355,fallo_empirico_4_proteinas,8,"C,HD,I,OA,S"
CHEMBL25438,tipo_invalido:Na,38,"A,C,Na,OA"
CHEMBL25482,tipo_invalido:Si,8,"C,HD,OA,Si"
CHEMBL25498,fallo_empirico_4_proteinas,49,"C,HD,NA,OA,S"
CHEMBL25520,fallo_empirico_4_proteinas,39,"A,C,HD,N,OA"
CHEMBL25553,fallo_empirico_4_proteinas,48,"C,HD,N,NA,OA,P"
CHEMBL25567,tipo_invalido:Te,22,"C,HD,I,OA,Te"
CHEMBL25616,tipo_invalido:Na,33,"A,C,Cl,HD,N,NA,Na,OA"
CHEMBL25649,fallo_empirico_4_proteinas,14,"A,C,I,N,NA,OA"
CHEMBL25653,tipo_invalido:Na,31,"A,C,HD,N,Na,OA,S"
CHEMBL25778,fallo_empirico_4_proteinas,34,"A,C,Cl,HD,N,NA,OA"
CHEMBL25851,fallo_empirico_4_proteinas,35,"A,C,F,HD,N,NA,OA,S"
CHEMBL25953,tipo_invalido:Na,40,"A,C,F,HD,N,NA,Na,OA"
CHEMBL26024,fallo_empirico_4_proteinas,35,"A,C,F,HD,N,NA,OA,S"
CHEMBL26087,fallo_empirico_4_proteinas,41,"A,C,HD,I,N,OA"
CHEMBL26136,tipo_invalido:Na,23,"A,C,HD,N,NA,Na,OA,P"
CHEMBL26232,fallo_empirico_4_proteinas,38,"A,C,Cl,HD,N,NA,OA"
CHEMBL26267,fallo_empirico_4_proteinas,32,"C,Cl,HD,N,NA,OA,S"
CHEMBL26268,fallo_empirico_4_proteinas,30,"C,Cl,HD,N,NA,OA,S"
CHEMBL26325,fallo_empirico_4_proteinas,35,"A,C,F,HD,N,NA,OA,S"
CHEMBL263252,fallo_empirico_4_proteinas,46,"A,Br,C,F,HD,N,NA,OA"
