ligand,tanda,aff_vieja,aff_nueva,error
CHEMBL22355,z004,-6.400,,TIMEOUT
CHEMBL22369,z004,-6.400,-6.416,
CHEMBL22736,z004,-6.400,-6.714,
CHEMBL21176,z004,-6.300,-6.321,
CHEMBL21179,z004,-6.300,-6.365,
CHEMBL21222,z004,-6.300,-6.143,
CHEMBL21250,z004,-6.300,-6.284,
CHEMBL22844,z004,-6.400,,TIMEOUT
CHEMBL22992,z004,-6.400,-5.868,
CHEMBL23370,z004,-6.400,,TIMEOUT
CHEMBL23444,z004,-6.400,-6.515,
CHEMBL4435651,z004,-6.400,-6.214,
CHEMBL4435713,z004,-6.400,,TIMEOUT
CHEMBL1163508,z004,-6.300,-6.434,
CHEMBL20141,z004,-6.300,-6.589,
CHEMBL4434664,z004,-6.400,-6.434,
CHEMBL4434983,z004,-6.400,,TIMEOUT
CHEMBL4435102,z004,-6.400,-6.196,
CHEMBL4435103,z004,-6.400,-6.302,
CHEMBL20230,z004,-6.300,,TIMEOUT
CHEMBL20304,z004,-6.300,-6.358,
CHEMBL20433,z004,-6.300,-5.742,
CHEMBL20591,z004,-6.300,-6.599,
CHEMBL4435160,z004,-6.400,,TIMEOUT
CHEMBL4435173,z004,-6.400,-6.406,
CHEMBL4435374,z004,-6.400,-6.739,
CHEMBL4435533,z004,-6.400,-6.395,
CHEMBL20877,z004,-6.300,-6.897,
CHEMBL21027,z004,-6.300,,TIMEOUT
CHEMBL21125,z004,-6.300,-6.222,
CHEMBL21144,z004,-6.300,-5.590,
CHEMBL20644,z004,-6.300,,TIMEOUT
CHEMBL20648,z004,-6.300,-5.720,
CHEMBL20694,z004,-6.300,-6.420,
CHEMBL20834,z004,-6.300,-7.061,
CHEMBL21949,z004,-6.300,-5.186,
CHEMBL22044,z004,-6.300,-6.503,
CHEMBL22119,z004,-6.300,-6.155,
CHEMBL22132,z004,-6.300,-5.267,
CHEMBL25063,z004,-6.400,-6.897,
CHEMBL25075,z004,-6.400,,TIMEOUT
CHEMBL3309435,z004,-6.400,,TIMEOUT
CHEMBL3309477,z004,-6.400,,TIMEOUT
CHEMBL21291,z004,-6.300,,TIMEOUT
CHEMBL21366,z004,-6.300,,TIMEOUT
CHEMBL21386,z004,-6.300,-6.003,
CHEMBL21502,z004,-6.300,-6.188,
CHEMBL21716,z004,-6.300,-6.552,
CHEMBL21788,z004,-6.300,-6.885,
CHEMBL21908,z004,-6.300,-6.703,
CHEMBL21909,z004,-6.300,,TIMEOUT
CHEMBL21608,z004,-6.300,-6.630,
CHEMBL21611,z004,-6.300,,TIMEOUT
CHEMBL21673,z004,-6.300,-5.400,
CHEMBL21704,z004,-6.300,,TIMEOUT
CHEMBL22146,z004,-6.300,-6.020,
CHEMBL22164,z004,-6.300,-5.519,
CHEMBL22194,z004,-6.300,,TIMEOUT
CHEMBL22205,z004,-6.300,-6.212,
CHEMBL22535,z004,-6.300,-4.903,
CHEMBL22696,z004,-6.300,-6.789,
CHEMBL22792,z004,-6.300,-5.883,
CHEMBL22840,z004,-6.300,,TIMEOUT
CHEMBL23994,z004,-6.300,-5.859,
CHEMBL24005,z004,-6.300,-6.203,
CHEMBL24009,z004,-6.300,-5.528,
CHEMBL24088,z004,-6.300,-7.117,
CHEMBL22918,z004,-6.300,-6.698,
CHEMBL23155,z004,-6.300,-6.153,
CHEMBL23430,z004,-6.300,,TIMEOUT
CHEMBL23556,z004,-6.300,-5.909,
CHEMBL22249,z004,-6.300,,TIMEOUT
CHEMBL22387,z004,-6.300,-6.712,
CHEMBL22388,z004,-6.300,-5.264,
CHEMBL22417,z004,-6.300,-6.231,
CHEMBL23584,z004,-6.300,-6.378,
CHEMBL23649,z004,-6.300,-5.952,
CHEMBL23729,z004,-6.300,-6.106,
CHEMBL23823,z004,-6.300,,TIMEOUT
CHEMBL4434896,z004,-6.300,-6.259,
CHEMBL4434994,z004,-6.300,-6.084,
CHEMBL4435035,z004,-6.300,-6.528,
CHEMBL4435059,z004,-6.300,-7.118,
CHEMBL24488,z004,-6.300,-5.880,
CHEMBL24507,z004,-6.300,-6.635,
CHEMBL24526,z004,-6.300,,TIMEOUT
CHEMBL24539,z004,-6.300,-5.698,
CHEMBL4435152,z004,-6.300,-6.488,
CHEMBL4435286,z004,-6.300,-6.364,
CHEMBL4435291,z004,-6.300,-6.914,
CHEMBL4435326,z004,-6.300,-6.422,
CHEMBL24135,z004,-6.300,-6.109,
CHEMBL24244,z004,-6.300,-6.400,
CHEMBL24322,z004,-6.300,,TIMEOUT
CHEMBL24433,z004,-6.300,,TIMEOUT
CHEMBL25038,z004,-6.300,-6.178,
CHEMBL25084,z004,-6.300,-6.587,
CHEMBL3309382,z004,-6.300,,TIMEOUT
CHEMBL3309402,z004,-6.300,,TIMEOUT
CHEMBL24781,z004,-6.300,-6.488,
CHEMBL24872,z004,-6.300,,TIMEOUT
CHEMBL24937,z004,-6.300,,TIMEOUT
CHEMBL24950,z004,-6.300,-6.419,
CHEMBL30651,z005,-7.200,-7.126,
CHEMBL3311272,z005,-7.200,-7.506,
CHEMBL4435591,z005,-7.200,-6.660,
CHEMBL4436056,z005,-7.200,-6.433,
CHEMBL3309476,z004,-6.300,,TIMEOUT
CHEMBL3309727,z004,-6.300,-6.259,
CHEMBL3311108,z004,-6.300,-7.016,
CHEMBL4434780,z004,-6.300,,TIMEOUT
CHEMBL27699,z005,-7.000,-6.825,
CHEMBL27959,z005,-7.000,-6.056,
CHEMBL28729,z005,-7.000,-7.146,
CHEMBL29347,z005,-7.000,-6.859,
CHEMBL4436028,z005,-7.000,-6.624,
CHEMBL4436041,z005,-7.000,-7.043,
CHEMBL25201,z005,-6.900,-6.833,
CHEMBL25601,z005,-6.900,-4.644,
CHEMBL4435554,z004,-6.300,-6.346,
CHEMBL4435646,z004,-6.300,-6.201,
CHEMBL28676,z005,-7.900,-7.137,
CHEMBL4435839,z005,-7.600,-6.184,
CHEMBL24554,z004,-6.300,-6.420,
CHEMBL24661,z004,-6.300,-6.262,
CHEMBL24682,z004,-6.300,,TIMEOUT
CHEMBL24754,z004,-6.300,-6.863,
CHEMBL26554,z005,-7.100,,TIMEOUT
CHEMBL27388,z005,-7.100,-6.767,
CHEMBL29716,z005,-7.100,-6.238,
CHEMBL3311274,z005,-7.100,-7.480,
CHEMBL4435511,z005,-7.400,-6.755,
CHEMBL26217,z005,-7.300,,TIMEOUT
CHEMBL27093,z005,-7.300,-6.589,
CHEMBL29073,z005,-7.300,-7.166,
CHEMBL29571,z005,-7.000,-6.469,
CHEMBL3311239,z005,-7.000,-6.426,
CHEMBL3311270,z005,-7.000,-7.453,
CHEMBL4435444,z005,-7.000,-6.822,
CHEMBL25999,z005,-6.900,-6.904,
CHEMBL26831,z005,-6.900,-7.031,
CHEMBL26875,z005,-6.900,-6.315,
CHEMBL27226,z005,-6.900,-7.248,
CHEMBL28853,z005,-7.500,-6.884,
CHEMBL4435614,z005,-7.500,,TIMEOUT
CHEMBL25226,z005,-7.400,-6.987,
CHEMBL26086,z005,-7.400,,TIMEOUT
CHEMBL29368,z005,-7.300,,TIMEOUT
CHEMBL25313,z005,-7.200,-6.895,
CHEMBL25337,z005,-7.200,-6.436,
CHEMBL30550,z005,-7.200,,TIMEOUT
CHEMBL25411,z005,-6.800,-5.931,
CHEMBL26106,z005,-6.800,-5.931,
CHEMBL26562,z005,-6.800,-5.877,
CHEMBL27709,z005,-6.800,-7.032,
CHEMBL25657,z005,-7.000,-6.395,
CHEMBL25698,z005,-7.000,-7.290,
CHEMBL26251,z005,-7.000,,TIMEOUT
CHEMBL27421,z005,-7.000,-6.922,
CHEMBL28172,z005,-6.800,-6.291,
CHEMBL28595,z005,-6.800,-7.667,
CHEMBL29182,z005,-6.800,-6.233,
CHEMBL3311271,z005,-6.800,-7.056,
CHEMBL30186,z005,-6.900,-6.192,
CHEMBL4436175,z005,-6.900,-6.904,
CHEMBL4436591,z005,-6.900,-6.978,
CHEMBL25398,z005,-6.800,,TIMEOUT
CHEMBL339750,z005,-6.800,-7.051,
CHEMBL4435398,z005,-6.800,-6.224,
CHEMBL4435568,z005,-6.800,-6.752,
CHEMBL4435572,z005,-6.800,-6.551,
CHEMBL1163538,z005,-6.700,-6.574,
CHEMBL25088,z005,-6.700,-6.441,
CHEMBL25455,z005,-6.700,-6.830,
CHEMBL25623,z005,-6.700,-6.127,
CHEMBL4435914,z005,-6.800,-7.263,
CHEMBL4435953,z005,-6.800,-6.658,
CHEMBL4435962,z005,-6.800,-6.648,
CHEMBL4436033,z005,-6.800,,TIMEOUT
CHEMBL4436055,z005,-6.800,-6.900,
CHEMBL4436216,z005,-6.800,-7.009,
CHEMBL4436235,z005,-6.800,-8.069,
CHEMBL4436487,z005,-6.800,-6.522,
CHEMBL26704,z005,-6.700,,TIMEOUT
CHEMBL27509,z005,-6.700,-6.758,
CHEMBL27861,z005,-6.700,-6.242,
CHEMBL27890,z005,-6.700,-6.380,
CHEMBL27511,z005,-6.900,-6.862,
CHEMBL27684,z005,-6.900,,TIMEOUT
CHEMBL28160,z005,-6.900,-6.688,
CHEMBL28902,z005,-6.900,-7.587,
CHEMBL27965,z005,-6.700,-5.750,
CHEMBL28627,z005,-6.700,-6.711,
CHEMBL28782,z005,-6.700,-5.958,
CHEMBL29267,z005,-6.700,-6.616,
CHEMBL26844,z005,-6.600,-6.638,
CHEMBL26996,z005,-6.600,-6.314,
CHEMBL27208,z005,-6.600,-6.475,
CHEMBL27342,z005,-6.600,-6.296,
CHEMBL4435785,z005,-6.800,-6.613,
CHEMBL4435865,z005,-6.800,-7.080,
CHEMBL4435876,z005,-6.800,-7.008,
CHEMBL4435894,z005,-6.800,,TIMEOUT
CHEMBL27645,z005,-6.600,-6.807,
CHEMBL27805,z005,-6.600,-6.288,
CHEMBL27843,z005,-6.600,,TIMEOUT
CHEMBL28202,z005,-6.600,-6.377,
CHEMBL4435390,z005,-6.700,-6.520,
CHEMBL4435391,z005,-6.700,-6.651,
CHEMBL4435455,z005,-6.700,-5.775,
CHEMBL4435877,z005,-6.700,,TIMEOUT
CHEMBL25502,z005,-6.600,-6.680,
CHEMBL26295,z005,-6.600,-6.311,
CHEMBL26353,z005,-6.600,-6.312,
CHEMBL26449,z005,-6.600,,TIMEOUT
CHEMBL3309450,z005,-6.700,-6.447,
CHEMBL3309483,z005,-6.700,,TIMEOUT
CHEMBL3311273,z005,-6.700,-7.221,
CHEMBL3311286,z005,-6.700,,TIMEOUT
CHEMBL25183,z005,-6.500,-6.634,
CHEMBL25299,z005,-6.500,-7.025,
CHEMBL25361,z005,-6.500,-6.558,
CHEMBL25368,z005,-6.500,,TIMEOUT
CHEMBL4435906,z005,-6.700,,TIMEOUT
CHEMBL4435930,z005,-6.700,,TIMEOUT
CHEMBL25317,z005,-6.600,-6.203,
CHEMBL25345,z005,-6.600,-6.773,
CHEMBL28335,z005,-6.600,,TIMEOUT
CHEMBL28471,z005,-6.600,-5.779,
CHEMBL28776,z005,-6.600,,TIMEOUT
CHEMBL29039,z005,-6.600,,TIMEOUT
CHEMBL3309794,z005,-6.600,-6.293,
CHEMBL4435609,z005,-6.600,,TIMEOUT
CHEMBL4435851,z005,-6.600,-6.847,
CHEMBL4435911,z005,-6.600,-5.788,
CHEMBL29169,z005,-6.600,-7.116,
CHEMBL29998,z005,-6.600,-6.762,
CHEMBL30574,z005,-6.600,-6.270,
CHEMBL30789,z005,-6.600,-6.467,
CHEMBL3309481,z005,-6.600,,TIMEOUT
CHEMBL3309616,z005,-6.600,-6.395,
CHEMBL3309617,z005,-6.600,-4.988,
CHEMBL3309682,z005,-6.600,,TIMEOUT
CHEMBL4436045,z005,-6.600,-6.256,
CHEMBL4436086,z005,-6.600,-6.742,
CHEMBL4436563,z005,-6.600,-6.180,
CHEMBL1163536,z005,-6.500,-6.318,
CHEMBL4435923,z005,-6.600,,TIMEOUT
CHEMBL4435985,z005,-6.600,-5.839,
CHEMBL4435992,z005,-6.600,,TIMEOUT
CHEMBL4436044,z005,-6.600,-6.730,
CHEMBL26755,z005,-6.500,-6.371,
CHEMBL26951,z005,-6.500,,TIMEOUT
CHEMBL27257,z005,-6.500,-6.118,
CHEMBL27364,z005,-6.500,-7.025,
CHEMBL26463,z005,-6.500,,TIMEOUT
CHEMBL26485,z005,-6.500,,TIMEOUT
CHEMBL26518,z005,-6.500,-6.593,
CHEMBL26593,z005,-6.500,,TIMEOUT
CHEMBL30390,z005,-6.500,-6.166,
CHEMBL30589,z005,-6.500,-6.156,
CHEMBL30683,z005,-6.500,,TIMEOUT
CHEMBL4435382,z005,-6.500,-6.414,
CHEMBL4436013,z005,-6.500,,TIMEOUT
CHEMBL4436096,z005,-6.500,-7.846,
CHEMBL1163540,z005,-6.400,-5.719,
CHEMBL25093,z005,-6.400,-6.189,
CHEMBL27432,z005,-6.500,-5.829,
CHEMBL27448,z005,-6.500,-7.095,
CHEMBL27463,z005,-6.500,,TIMEOUT
CHEMBL27677,z005,-6.500,-5.956,
CHEMBL29663,z005,-6.500,,TIMEOUT
CHEMBL29715,z005,-6.500,-6.307,
CHEMBL30234,z005,-6.500,-5.726,
CHEMBL30382,z005,-6.500,-5.849,
CHEMBL28789,z005,-6.500,,TIMEOUT
CHEMBL28917,z005,-6.500,,TIMEOUT
CHEMBL29364,z005,-6.500,-5.604,
CHEMBL29606,z005,-6.500,-5.824,
CHEMBL28003,z005,-6.500,,TIMEOUT
CHEMBL28106,z005,-6.500,-6.745,
CHEMBL28555,z005,-6.500,,TIMEOUT
CHEMBL28596,z005,-6.500,-4.824,
CHEMBL25369,z005,-6.500,,TIMEOUT
CHEMBL25461,z005,-6.500,,TIMEOUT
CHEMBL25585,z005,-6.500,,TIMEOUT
CHEMBL25989,z005,-6.500,,TIMEOUT
CHEMBL4435396,z005,-6.500,-6.394,
CHEMBL4435732,z005,-6.500,,TIMEOUT
CHEMBL4435842,z005,-6.500,,TIMEOUT
CHEMBL4435844,z005,-6.500,-6.200,
CHEMBL25152,z005,-6.400,-6.280,
CHEMBL25325,z005,-6.400,,TIMEOUT
CHEMBL25351,z005,-6.400,-6.872,
CHEMBL25353,z005,-6.400,,TIMEOUT
CHEMBL25387,z005,-6.400,,TIMEOUT
CHEMBL25460,z005,-6.400,-5.924,
CHEMBL25516,z005,-6.400,-7.347,
CHEMBL25527,z005,-6.400,-7.314,
CHEMBL27554,z005,-6.400,-7.056,
CHEMBL27556,z005,-6.400,-6.682,
CHEMBL27889,z005,-6.400,-6.420,
CHEMBL27926,z005,-6.400,-6.472,
CHEMBL25558,z005,-6.400,,TIMEOUT
CHEMBL25666,z005,-6.400,-6.163,
CHEMBL25720,z005,-6.400,-6.890,
CHEMBL25867,z005,-6.400,-6.354,
CHEMBL26100,z005,-6.400,-6.683,
CHEMBL26192,z005,-6.400,,TIMEOUT
CHEMBL26352,z005,-6.400,-6.064,
CHEMBL26380,z005,-6.400,-6.228,
CHEMBL27113,z005,-6.400,-6.024,
CHEMBL27153,z005,-6.400,-6.584,
CHEMBL27275,z005,-6.400,-7.134,
CHEMBL27387,z005,-6.400,-6.236,
CHEMBL26629,z005,-6.400,,TIMEOUT
CHEMBL26678,z005,-6.400,-5.861,
CHEMBL26908,z005,-6.400,,TIMEOUT
CHEMBL26936,z005,-6.400,-6.375,
CHEMBL26946,z005,-6.400,-7.112,
CHEMBL26959,z005,-6.400,,TIMEOUT
CHEMBL27000,z005,-6.400,-6.056,
CHEMBL27053,z005,-6.400,-5.809,
CHEMBL27535,z005,-6.300,-5.620,
CHEMBL27729,z005,-6.300,-6.020,
CHEMBL27761,z005,-6.300,-6.304,
CHEMBL27790,z005,-6.300,-6.213,
CHEMBL26795,z005,-6.300,-5.667,
CHEMBL26856,z005,-6.300,-6.097,
CHEMBL26987,z005,-6.300,-6.282,
CHEMBL27135,z005,-6.300,-5.527,
CHEMBL25334,z005,-6.300,-5.832,
CHEMBL25395,z005,-6.300,,TIMEOUT
CHEMBL25523,z005,-6.300,-6.949,
CHEMBL25629,z005,-6.300,-6.118,
CHEMBL4436587,z005,-6.400,-6.190,
CHEMBL708,z005,-6.400,-6.222,
CHEMBL25120,z005,-6.300,-6.136,
CHEMBL25323,z005,-6.300,-6.286,
CHEMBL28282,z005,-6.400,,TIMEOUT
CHEMBL28867,z005,-6.400,-7.076,
CHEMBL29357,z005,-6.400,-5.890,
CHEMBL29540,z005,-6.400,,TIMEOUT
CHEMBL4436023,z005,-6.400,-5.938,
CHEMBL4436123,z005,-6.400,-6.548,
CHEMBL4436132,z005,-6.400,,TIMEOUT
CHEMBL4436168,z005,-6.400,-6.121,
CHEMBL29554,z005,-6.400,-5.735,
CHEMBL29780,z005,-6.400,-7.177,
CHEMBL29820,z005,-6.400,,TIMEOUT
CHEMBL30444,z005,-6.400,-7.144,
CHEMBL3311287,z005,-6.400,-6.986,
CHEMBL4435441,z005,-6.400,-5.673,
CHEMBL4435489,z005,-6.400,-6.277,
CHEMBL4435507,z005,-6.400,,TIMEOUT
CHEMBL30723,z005,-6.400,-6.286,
CHEMBL3309683,z005,-6.400,,TIMEOUT
CHEMBL3310126,z005,-6.400,-5.846,
CHEMBL3311238,z005,-6.400,-6.644,
CHEMBL26199,z005,-6.300,-5.464,
CHEMBL26214,z005,-6.300,-6.699,
CHEMBL26514,z005,-6.300,-6.748,
CHEMBL26777,z005,-6.300,-6.199,
CHEMBL4436221,z005,-6.400,-6.022,
CHEMBL4436558,z005,-6.400,-7.620,
CHEMBL4436574,z005,-6.400,-6.965,
CHEMBL4436579,z005,-6.400,-6.131,
CHEMBL4435512,z005,-6.400,-6.374,
CHEMBL4435695,z005,-6.400,-6.307,
CHEMBL4435836,z005,-6.400,-6.472,
CHEMBL4436017,z005,-6.400,-6.961,
CHEMBL27380,z005,-6.300,-6.518,
CHEMBL27415,z005,-6.300,-6.126,
CHEMBL27431,z005,-6.300,-7.211,
CHEMBL27497,z005,-6.300,-6.445,
CHEMBL27258,z005,-6.300,-7.098,
CHEMBL27284,z005,-6.300,-6.542,
CHEMBL27324,z005,-6.300,-6.312,
CHEMBL27341,z005,-6.300,,TIMEOUT
CHEMBL25737,z005,-6.300,-5.852,
CHEMBL25864,z005,-6.300,,TIMEOUT
CHEMBL26048,z005,-6.300,-5.654,
CHEMBL26081,z005,-6.300,-6.477,
CHEMBL28364,z005,-6.300,-6.103,
CHEMBL28506,z005,-6.300,-6.397,
CHEMBL28584,z005,-6.300,-6.377,
CHEMBL28605,z005,-6.300,-5.663,
CHEMBL3311285,z005,-6.300,-6.743,
CHEMBL4116171,z005,-6.300,-6.238,
CHEMBL4435443,z005,-6.300,-6.214,
CHEMBL4435447,z005,-6.300,-5.641,
CHEMBL28146,z005,-6.300,-6.057,
CHEMBL28162,z005,-6.300,-6.618,
CHEMBL28168,z005,-6.300,-6.181,
CHEMBL28351,z005,-6.300,-6.199,
CHEMBL32766,z006,-7.900,-7.451,
CHEMBL3310689,z006,-7.900,-7.203,
CHEMBL33607,z006,-7.800,-8.032,
CHEMBL3310688,z006,-7.600,-7.254,
CHEMBL29065,z005,-6.300,-6.638,
CHEMBL29373,z005,-6.300,-6.438,
CHEMBL29449,z005,-6.300,-5.787,
CHEMBL29802,z005,-6.300,-6.257,
CHEMBL31691,z006,-7.300,-5.983,
CHEMBL33228,z006,-7.300,-7.580,
CHEMBL33329,z006,-7.300,-4.716,
CHEMBL34606,z006,-7.300,-6.409,
CHEMBL28907,z005,-6.300,,TIMEOUT
CHEMBL28937,z005,-6.300,-6.286,
CHEMBL28947,z005,-6.300,-5.083,
CHEMBL29020,z005,-6.300,,TIMEOUT
CHEMBL4435872,z005,-6.300,-5.620,
CHEMBL4436020,z005,-6.300,-5.882,
CHEMBL4436090,z005,-6.300,-6.195,
CHEMBL4436414,z006,-8.000,-7.241,
CHEMBL4435736,z005,-6.300,-5.688,
CHEMBL4435766,z005,-6.300,-6.346,
CHEMBL4435769,z005,-6.300,-6.333,
CHEMBL4435845,z005,-6.300,-6.897,
CHEMBL29916,z005,-6.300,-5.900,
CHEMBL30059,z005,-6.300,-5.791,
CHEMBL30262,z005,-6.300,,TIMEOUT
CHEMBL30356,z005,-6.300,,TIMEOUT
CHEMBL33266,z006,-7.100,,TIMEOUT
CHEMBL34882,z006,-7.100,-7.089,
CHEMBL35429,z006,-7.100,-6.322,
CHEMBL36065,z006,-7.100,-6.739,
CHEMBL3309566,z005,-6.300,,TIMEOUT
CHEMBL3309791,z005,-6.300,-5.418,
CHEMBL3309796,z005,-6.300,-6.485,
CHEMBL3309924,z005,-6.300,-6.286,
CHEMBL32187,z006,-7.000,-7.276,
CHEMBL32932,z006,-7.000,-7.061,
CHEMBL3309537,z006,-7.000,-7.184,
CHEMBL34682,z006,-7.000,-7.397,
CHEMBL33345,z006,-7.600,-7.140,
CHEMBL4436366,z006,-7.600,,TIMEOUT
CHEMBL32110,z006,-7.500,-6.899,
CHEMBL33294,z006,-7.500,-7.356,
CHEMBL4436431,z006,-7.100,-6.890,
CHEMBL4436526,z006,-7.100,-5.646,
CHEMBL31241,z006,-7.000,-6.050,
CHEMBL31653,z006,-7.000,-6.384,
CHEMBL34744,z006,-7.000,-7.882,
CHEMBL34824,z006,-7.000,-6.712,
CHEMBL36076,z006,-7.000,-6.092,
CHEMBL36223,z006,-7.000,-7.104,
CHEMBL34706,z006,-7.200,-6.400,
CHEMBL30667,z006,-7.100,-6.390,
CHEMBL31476,z006,-7.100,-7.173,
CHEMBL31941,z006,-7.100,-6.804,
CHEMBL34507,z006,-7.500,-6.986,
CHEMBL36113,z006,-7.500,-8.425,
CHEMBL29512,z006,-7.400,,TIMEOUT
CHEMBL32224,z006,-7.400,,TIMEOUT
CHEMBL31651,z006,-6.900,,TIMEOUT
CHEMBL32337,z006,-6.900,-6.966,
CHEMBL32464,z006,-6.900,-6.405,
CHEMBL3309493,z006,-6.900,-6.319,
CHEMBL34177,z006,-6.900,-7.288,
CHEMBL34260,z006,-6.900,-6.091,
CHEMBL35103,z006,-6.900,-4.961,
CHEMBL35146,z006,-6.900,-6.877,
CHEMBL31068,z006,-6.900,-6.283,
CHEMBL31084,z006,-6.900,-7.120,
CHEMBL31252,z006,-6.900,-6.966,
CHEMBL31615,z006,-6.900,-6.179,
CHEMBL4436258,z006,-7.000,,TIMEOUT
CHEMBL4436528,z006,-7.000,-5.728,
CHEMBL29853,z006,-6.900,,TIMEOUT
CHEMBL30896,z006,-6.900,-6.641,
CHEMBL33277,z006,-6.800,-6.430,
CHEMBL34628,z006,-6.800,-5.962,
CHEMBL34796,z006,-6.800,-6.387,
CHEMBL35040,z006,-6.800,-6.522,
CHEMBL34835,z006,-7.300,-7.829,
CHEMBL30015,z006,-7.200,,TIMEOUT
CHEMBL30587,z006,-7.200,,TIMEOUT
CHEMBL33534,z006,-7.200,,TIMEOUT
CHEMBL3309571,z006,-6.900,,TIMEOUT
CHEMBL33330,z006,-6.900,-7.460,
CHEMBL33729,z006,-6.900,-7.301,
CHEMBL34053,z006,-6.900,-6.269,
CHEMBL3311537,z006,-6.700,-6.745,
CHEMBL33121,z006,-6.700,-6.781,
CHEMBL33276,z006,-6.700,2.834,
CHEMBL33451,z006,-6.700,-6.285,
CHEMBL35216,z006,-6.900,-6.926,
CHEMBL35492,z006,-6.900,-6.611,
CHEMBL29594,z006,-6.800,-7.147,
CHEMBL29643,z006,-6.800,-7.075,
CHEMBL4436459,z006,-6.800,-7.342,
CHEMBL29731,z006,-6.700,-7.175,
CHEMBL30882,z006,-6.700,-6.161,
CHEMBL31823,z006,-6.700,,TIMEOUT
CHEMBL31161,z006,-6.800,-6.297,
CHEMBL31350,z006,-6.800,-6.727,
CHEMBL31671,z006,-6.800,,TIMEOUT
CHEMBL31714,z006,-6.800,,TIMEOUT
CHEMBL33853,z006,-6.700,-7.352,
CHEMBL33906,z006,-6.700,-6.478,
CHEMBL34344,z006,-6.700,-6.412,
CHEMBL35093,z006,-6.700,,TIMEOUT
CHEMBL32812,z006,-6.700,-6.870,
CHEMBL3309539,z006,-6.700,-7.479,
CHEMBL3309684,z006,-6.700,,TIMEOUT
CHEMBL33110,z006,-6.700,,TIMEOUT
CHEMBL31839,z006,-6.800,-5.742,
CHEMBL32745,z006,-6.800,-6.509,
CHEMBL32944,z006,-6.800,-8.391,
CHEMBL33074,z006,-6.800,,TIMEOUT
CHEMBL36070,z006,-6.800,-5.897,
CHEMBL4436320,z006,-6.800,,TIMEOUT
CHEMBL4436350,z006,-6.800,-5.921,
CHEMBL4436417,z006,-6.800,,TIMEOUT
CHEMBL32138,z006,-6.700,-7.581,
CHEMBL32404,z006,-6.700,,TIMEOUT
CHEMBL32451,z006,-6.700,,TIMEOUT
CHEMBL32603,z006,-6.700,,TIMEOUT
CHEMBL35096,z006,-6.700,-6.439,
CHEMBL35411,z006,-6.700,,TIMEOUT
CHEMBL35431,z006,-6.700,-5.879,
CHEMBL36215,z006,-6.700,,TIMEOUT
CHEMBL36599,z006,-6.700,-5.469,
CHEMBL4436435,z006,-6.700,,TIMEOUT
CHEMBL29925,z006,-6.600,,TIMEOUT
CHEMBL30218,z006,-6.600,-6.305,
CHEMBL31978,z006,-6.600,-6.752,
CHEMBL32255,z006,-6.600,,TIMEOUT
CHEMBL32568,z006,-6.600,,TIMEOUT
CHEMBL32764,z006,-6.600,-6.983,
CHEMBL32767,z006,-6.600,-6.053,
CHEMBL32852,z006,-6.600,,TIMEOUT
CHEMBL32947,z006,-6.600,,TIMEOUT
CHEMBL3310276,z006,-6.600,-6.314,
CHEMBL34547,z006,-6.500,,TIMEOUT
CHEMBL34860,z006,-6.500,-5.499,
CHEMBL35003,z006,-6.500,-5.922,
CHEMBL35166,z006,-6.500,-6.015,
CHEMBL33871,z006,-6.600,-7.406,
CHEMBL34008,z006,-6.600,,TIMEOUT
CHEMBL34276,z006,-6.600,-7.225,
CHEMBL34684,z006,-6.600,-7.311,
CHEMBL31065,z006,-6.600,,TIMEOUT
CHEMBL31343,z006,-6.600,,TIMEOUT
CHEMBL31710,z006,-6.600,-5.204,
CHEMBL31903,z006,-6.600,-5.982,
CHEMBL3311538,z006,-6.600,-6.896,
CHEMBL33267,z006,-6.600,,TIMEOUT
CHEMBL33404,z006,-6.600,-7.023,
CHEMBL33537,z006,-6.600,,TIMEOUT
CHEMBL31959,z006,-6.500,,TIMEOUT
CHEMBL31998,z006,-6.500,-6.112,
CHEMBL32022,z006,-6.500,-5.325,
CHEMBL32240,z006,-6.500,-6.179,
CHEMBL35510,z006,-6.500,,TIMEOUT
CHEMBL35784,z006,-6.500,-6.677,
CHEMBL35858,z006,-6.500,-6.189,
CHEMBL35896,z006,-6.500,,TIMEOUT
CHEMBL35997,z006,-6.500,-6.352,
CHEMBL36162,z006,-6.500,-6.853,
CHEMBL36246,z006,-6.500,-7.127,
CHEMBL4436324,z006,-6.500,-6.121,
CHEMBL32320,z006,-6.500,,TIMEOUT
CHEMBL32692,z006,-6.500,,TIMEOUT
CHEMBL33213,z006,-6.500,-6.712,
CHEMBL33353,z006,-6.500,-5.334,
CHEMBL36242,z006,-6.600,,TIMEOUT
CHEMBL36419,z006,-6.600,,TIMEOUT
CHEMBL36431,z006,-6.600,-7.081,
CHEMBL4436305,z006,-6.600,-6.977,
CHEMBL33840,z006,-6.500,,TIMEOUT
CHEMBL33909,z006,-6.500,-6.147,
CHEMBL34015,z006,-6.500,-6.083,
CHEMBL34082,z006,-6.500,,TIMEOUT
CHEMBL30979,z006,-6.500,,TIMEOUT
CHEMBL30996,z006,-6.500,,TIMEOUT
CHEMBL31108,z006,-6.500,-6.294,
CHEMBL31163,z006,-6.500,-7.050,
CHEMBL34803,z006,-6.600,,TIMEOUT
CHEMBL35493,z006,-6.600,,TIMEOUT
